Surface Area,Volume,Elevation
1401.09,2.60637763862305,1273.52
1403.77,2.62040176455078,1273.53
1406.67,2.63445351020508,1273.54
1409.37,2.64853400170898,1273.55
1412.34,2.6626424727539,1273.56
1415.22,2.67677975424804,1273.57
1417.84,2.69094460600586,1273.58
1420.86,2.70513822397461,1273.59
1423.72,2.71936199145507,1273.6
1426.73,2.73361464570312,1273.61
1429.48,2.7478949864746,1273.62
1432.36,2.76220463935548,1273.63
1435.25,2.77654325927735,1273.64
1438.41,2.79091133764649,1273.65
1441.32,2.80530962773438,1273.66
1444.6,2.81973898120117,1273.67
1447.4,2.83419878222657,1273.68
1450.44,2.84868718032227,1273.69
1453.36,2.86320579638672,1273.7
1456.23,2.87775398603516,1273.71
1459.32,2.89233186240234,1273.72
1462.35,2.90694031323242,1273.73
1465.24,2.92157835317383,1273.74
1468.34,2.93624619506836,1273.75
1474.18,2.95094631049805,1273.76
1477.05,2.96570209008789,1273.77
1480.01,2.98048762177734,1273.78
1483.19,2.99530345449219,1273.79
1486.18,3.01015044165039,1273.8
1488.99,3.02502575864258,1273.81
1492.13,3.03993138637695,1273.82
1495.13,3.0548672774414,1273.83
1498.14,3.06983345571289,1273.84
1501.15,3.08483107177734,1273.85
1504.53,3.09985954511718,1273.86
1507.37,3.11491866391601,1273.87
1510.44,3.1300075112793,1273.88
1513.33,3.14512646123048,1273.89
1516.51,3.16027551977539,1273.9
1519.87,3.17545693803711,1273.91
1522.7,3.1906692319336,1273.92
1525.96,3.20591242768555,1273.93
1529.33,3.2211892222168,1273.94
1532.34,3.236497453125,1273.95
1535.42,3.25183738334961,1273.96
1538.4,3.26720611401367,1273.97
1541.63,3.28260647470703,1273.98
1545.05,3.2980392253418,1273.99
1548.1,3.31350517456055,1274
1551.29,3.32900225302734,1274.01
1554.77,3.34453185507812,1274.02
1557.93,3.36009668540039,1274.03
1561.02,3.37569014936523,1274.04
1564.17,3.39131649194336,1274.05
1567.36,3.40697482021484,1274.06
1574.25,3.42268631835937,1274.07
1576.77,3.4384420309082,1274.08
1579.52,3.45422350410156,1274.09
1582.22,3.47003242846679,1274.1
1584.77,3.48586699492187,1274.11
1587.22,3.50172812485351,1274.12
1590.12,3.51761534243165,1274.13
1592.73,3.53353076567383,1274.14
1595.35,3.54947114135743,1274.15
1598.1,3.56543870385742,1274.16
1600.99,3.58143441694336,1274.17
1603.68,3.59745804208985,1274.18
1606.82,3.61351051923828,1274.19
1609.35,3.62959159912109,1274.2
1612.21,3.64569935268555,1274.21
1614.73,3.66183346376953,1274.22
1617.75,3.67799560546875,1274.23
1620.5,3.69418673583984,1274.24
1622.83,3.71040257324219,1274.25
1625.93,3.72664672797852,1274.26
1628.78,3.74292059267578,1274.27
1631.62,3.75922287734375,1274.28
1634.58,3.77555342216797,1274.29
1637.48,3.79191348730469,1274.3
1640.15,3.80830130102539,1274.31
1643.08,3.82471721499023,1274.32
1645.79,3.84116231132812,1274.33
1648.42,3.85763283662109,1274.34
1651.46,3.87413234643554,1274.35
1654.57,3.89066172832031,1274.36
1669.23,3.90723739125976,1274.37
1671.79,3.9239428928711,1274.38
1674.25,3.94067303588868,1274.39
1676.94,3.95742895410157,1274.4
1679.34,3.97421012875977,1274.41
1682.11,3.9910174866211,1274.42
1684.38,4.00785069370118,1274.43
1686.91,4.02470682822266,1274.44
1689.52,4.04158855566406,1274.45
1692.33,4.05849848334961,1274.46
1695.03,4.07543520595703,1274.47
1697.7,4.09239914819336,1274.48
1700.29,4.10938934731445,1274.49
1703.08,4.1264059375,1274.5
1705.71,4.14345051308594,1274.51
1708.43,4.16052124648437,1274.52
1711.19,4.1776191375,1274.53
1713.57,4.19474242890625,1274.54
1716.19,4.21189117724609,1274.55
1718.87,4.22906591948242,1274.56
1721.48,4.24626839248047,1274.57
1724.07,4.26349570864258,1274.58
1727.16,4.2807522137207,1274.59
1730.05,4.29803842407226,1274.6
1732.66,4.31535140615234,1274.61
1735.37,4.33269111630859,1274.62
1738.24,4.35005863652344,1274.63
1741.01,4.36745498886719,1274.64
1743.62,4.38487850903321,1274.65
1746.43,4.40232988642578,1274.66
1748.9,4.41980622265625,1274.67
1754.85,4.43733011425782,1274.68
1757.62,4.45489164765625,1274.69
1760.12,4.47248015356445,1274.7
1762.95,4.4900960625,1274.71
1765.57,4.50773855185547,1274.72
1768.2,4.5254080300293,1274.73
1770.67,4.5431029105957,1274.74
1773.36,4.56082303588867,1274.75
1776.02,4.57856989604492,1274.76
1778.59,4.59634294990234,1274.77
1781.19,4.61414132988281,1274.78
1784,4.63196706176758,1274.79
1786.85,4.64982123535156,1274.8
1789.46,4.66770300405273,1274.81
1792.02,4.68561062973633,1274.82
1794.89,4.70354492314453,1274.83
1797.48,4.72150659599609,1274.84
1799.95,4.73949305786133,1274.85
1803.03,4.75750856855468,1274.86
1805.74,4.7755531383789,1274.87
1808.68,4.79362489536133,1274.88
1811.28,4.81172432084962,1274.89
1814.18,4.82985147998047,1274.9
1817.07,4.8480083472168,1274.91
1819.85,4.86619332934571,1274.92
1822.63,4.88440519809571,1274.93
1825.48,4.90264509892578,1274.94
1828.39,4.92091462109375,1274.95
1831.02,4.93921100053711,1274.96
1834.09,4.95753592792969,1274.97
1848.32,4.97590943251953,1274.98
1850.6,4.99440465673828,1274.99
1853.12,5.01292350463867,1275
1855.58,5.03146670698242,1275.01
1858.01,5.05003436625977,1275.02
1860.54,5.06862638310547,1275.03
1863.08,5.08724464042969,1275.04
1865.66,5.10588845043945,1275.05
1867.97,5.12455743461914,1275.06
1870.13,5.14324802944336,1275.07
1872.6,5.16196218212891,1275.08
1874.96,5.18070067978515,1275.09
1877.43,5.19946200756836,1275.1
1880.18,5.21824900043945,1275.11
1882.64,5.23706331367187,1275.12
1885.09,5.25590176347657,1275.13
1887.73,5.27476569487305,1275.14
1889.98,5.29365392260742,1275.15
1892.42,5.31256525786133,1275.16
1894.9,5.33150184887696,1275.17
1897.18,5.35046198496094,1275.18
1899.79,5.36944686269531,1275.19
1902.43,5.38845805444336,1275.2
1904.9,5.40749448095703,1275.21
1907.16,5.42655468730469,1275.22
1909.61,5.44563853242188,1275.23
1911.95,5.46474588330078,1275.24
1914.16,5.4838760925293,1275.25
1916.77,5.50303057719727,1275.26
1919.41,5.52221175102539,1275.27
1922.21,5.54142009638672,1275.28
1927.07,5.56067051240234,1275.29
1929.47,5.57995337915039,1275.3
1931.92,5.59926065898437,1275.31
1934.16,5.61859153569336,1275.32
1936.68,5.6379463140625,1275.33
1939.11,5.6573247840332,1275.34
1941.57,5.67672735766601,1275.35
1944.32,5.6961565305664,1275.36
1946.83,5.7156122171875,1275.37
1949.24,5.73509301884766,1275.38
1951.68,5.75459846049805,1275.39
1954.43,5.77412957202149,1275.4
1957.25,5.79368786621094,1275.41
1960.19,5.81327550434571,1275.42
1962.56,5.83288902631836,1275.43
1965.04,5.85252767934571,1275.44
1967.9,5.8721915234375,1275.45
1970.54,5.89188369174805,1275.46
1973.3,5.91160248803711,1275.47
1975.86,5.93134780610352,1275.48
1978.53,5.95112004301758,1275.49
1981.1,5.97091781982422,1275.5
1984.05,5.99074398144531,1275.51
1986.67,6.01059830356445,1275.52
1989.37,6.03047887709961,1275.53
1992.16,6.05038609970703,1275.54
1994.83,6.07032135107422,1275.55
1997.73,6.0902843102539,1275.56
2000.56,6.1102752144043,1275.57
2003.61,6.1302961852539,1275.58
2012.35,6.15035741918945,1275.59
2014.57,6.1704920012207,1275.6
2016.92,6.19064952885742,1275.61
2019.48,6.2108319359375,1275.62
2022.04,6.23103904887696,1275.63
2024.54,6.25127221987305,1275.64
2026.93,6.27152926684571,1275.65
2029.08,6.29180942109375,1275.66
2031.37,6.3121118428711,1275.67
2033.8,6.33243752172852,1275.68
2036.3,6.35278825244141,1275.69
2039.03,6.37316418359375,1275.7
2041.52,6.39356617265625,1275.71
2044.04,6.41399334467774,1275.72
2046.45,6.4344450637207,1275.73
2048.87,6.45492081293945,1275.74
2051.21,6.4754210925293,1275.75
2053.46,6.49594424355469,1275.76
2056.07,6.51649302963867,1275.77
2058.49,6.53706522856445,1275.78
2061.04,6.55766269130859,1275.79
2063.67,6.57828663842773,1275.8
2066.02,6.59893544560547,1275.81
2068.68,6.61960930532226,1275.82
2071.25,6.64030916625976,1275.83
2073.73,6.66103433769531,1275.84
2076.31,6.6817853371582,1275.85
2079.1,6.70256259057617,1275.86
2081.56,6.72336551909179,1275.87
2084.17,6.74419411538086,1275.88
2086.57,6.76504815937501,1275.89
2092.96,6.78595547460938,1275.9
2095.3,6.80689759960938,1275.91
2097.4,6.82786126782227,1275.92
2099.88,6.84884731357422,1275.93
2102.22,6.86985725654297,1275.94
2104.36,6.89088967211914,1275.95
2106.79,6.91194504672852,1275.96
2109.01,6.93302402617188,1275.97
2111.36,6.95412620454102,1275.98
2113.56,6.97525038876953,1275.99
2115.83,6.99639730224609,1276
2118.09,7.01756732211914,1276.01
2120.36,7.03875953764648,1276.02
2122.79,7.05997511967773,1276.03
2125.14,7.08121510805664,1276.04
2127.47,7.10247838525391,1276.05
2129.83,7.12376567280273,1276.06
2132.28,7.14507527626953,1276.07
2134.82,7.1664106012207,1276.08
2137.14,7.18776968251953,1276.09
2139.43,7.20915237011718,1276.1
2141.97,7.23055908159179,1276.11
2144.5,7.25199184448242,1276.12
2147,7.27344899902344,1276.13
2149.39,7.29493074501954,1276.14
2151.64,7.31643613183594,1276.15
2154.03,7.33796442890625,1276.16
2156.5,7.35951713500977,1276.17
2158.84,7.38109408696289,1276.18
2161.43,7.40269503618164,1276.19
2172.15,7.42434052124024,1276.2
2174.59,7.4460739402832,1276.21
2176.85,7.46783103686524,1276.22
2179.32,7.48961253554688,1276.23
2181.93,7.51141896904297,1276.24
2184.3,7.53325015258789,1276.25
2186.78,7.55510548310547,1276.26
2189.22,7.57698540952148,1276.27
2191.38,7.59888798691406,1276.28
2193.84,7.62081406142578,1276.29
2196.34,7.64276509570312,1276.3
2198.82,7.66474082597656,1276.31
2201.26,7.68674075859375,1276.32
2203.78,7.70876531748047,1276.33
2206.28,7.730815121875,1276.34
2208.69,7.75288932836914,1276.35
2211.17,7.77498860722656,1276.36
2213.68,7.79711248623046,1276.37
2216.19,7.81926156523438,1276.38
2218.52,7.84143564179688,1276.39
2221.11,7.86363308081055,1276.4
2223.73,7.88585718452149,1276.41
2226.21,7.90810719169922,1276.42
2228.95,7.93038214501953,1276.43
2231.32,7.95268344038086,1276.44
2233.76,7.97500932421875,1276.45
2236.35,7.99736017602539,1276.46
2238.98,8.01973644716797,1276.47
2241.44,8.04213773930664,1276.48
2244.05,8.06456526049805,1276.49
2246.5,8.08701803466797,1276.5
2252.04,8.10951951621094,1276.51
2254.28,8.13205111635742,1276.52
2256.6,8.15460505444336,1276.53
2259.01,8.17718310263672,1276.54
2261.3,8.19978430175781,1276.55
2263.46,8.22240713491211,1276.56
2265.89,8.24505341083984,1276.57
2268.16,8.26772302460937,1276.58
2270.42,8.29041569672851,1276.59
2272.8,8.31313192504883,1276.6
2275.27,8.33587188383789,1276.61
2277.81,8.358636809375,1276.62
2279.96,8.38142610493165,1276.63
2282.25,8.40423695312501,1276.64
2284.58,8.4270716496582,1276.65
2286.99,8.44993006381836,1276.66
2289.33,8.47281171157227,1276.67
2291.58,8.49571707089844,1276.68
2294.42,8.51864670795899,1276.69
2296.74,8.54160177075196,1276.7
2299.04,8.5645794559082,1276.71
2301.32,8.58758082480469,1276.72
2303.78,8.61060636166992,1276.73
2306.15,8.63365527490235,1276.74
2308.39,8.65672819458008,1276.75
2310.91,8.67982465664062,1276.76
2313.3,8.70294592675781,1276.77
2315.94,8.72609161674805,1276.78
2318.12,8.749261440625,1276.79
2320.55,8.77245582519531,1276.8
2330.15,8.79569365820312,1276.81
2332.52,8.81900751450195,1276.82
2334.64,8.84234394169922,1276.83
2337.16,8.86570239316406,1276.84
2339.43,8.88908459301758,1276.85
2341.97,8.91249136186523,1276.86
2344.1,8.93592166918945,1276.87
2346.44,8.95937488066407,1276.88
2348.76,8.98285054794922,1276.89
2351.01,9.00634881445313,1276.9
2353.49,9.02987068759766,1276.91
2355.9,9.05341753613281,1276.92
2358.51,9.07698953925782,1276.93
2360.78,9.10058585136719,1276.94
2362.77,9.1242031796875,1276.95
2364.94,9.1478416175293,1276.96
2367.32,9.1715024288086,1276.97
2369.66,9.19518686225586,1276.98
2372,9.21889506347656,1276.99
2374.22,9.24262658325195,1277
2376.65,9.26638061376953,1277.01
2379.22,9.29015996518555,1277.02
2381.64,9.31396470170898,1277.03
2383.98,9.33779323076172,1277.04
2386.48,9.36164502050781,1277.05
2388.95,9.38552193164062,1277.06
2391.71,9.40942416289062,1277.07
2393.77,9.43335133266601,1277.08
2396.15,9.45730082421875,1277.09
2398.44,9.48127355932617,1277.1
2400.74,9.50526990952148,1277.11
2405.58,9.52930848305664,1277.12
2407.7,9.55337488061524,1277.13
2410.04,9.57746413515625,1277.14
2411.98,9.60157386401367,1277.15
2414.25,9.62570551391602,1277.16
2416.63,9.64986000283203,1277.17
2418.63,9.67403631992188,1277.18
2420.81,9.6982332334961,1277.19
2423.2,9.72245299804688,1277.2
2425.49,9.74669685263672,1277.21
2427.61,9.77096273027344,1277.22
2429.65,9.79524846484375,1277.23
2431.75,9.81955549804688,1277.24
2433.93,9.84388361206055,1277.25
2435.99,9.8682331019043,1277.26
2438.22,9.89260458310547,1277.27
2440.49,9.91699809477539,1277.28
2442.56,9.94141322275391,1277.29
2444.85,9.9658512890625,1277.3
2447.16,9.99031073891601,1277.31
2449.53,10.0147943058105,1277.32
2451.66,10.0393003024414,1277.33
2453.86,10.0638278711914,1277.34
2456.07,10.0883775249023,1277.35
2458.23,10.1129485043457,1277.36
2460.44,10.1375427035645,1277.37
2462.75,10.1621582312012,1277.38
2464.67,10.1867952624023,1277.39
2466.9,10.2114529638672,1277.4
2469.15,10.2361337827148,1277.41
2473.92,10.2608454490723,1277.42
2476.62,10.2855982870117,1277.43
2479.1,10.3103769711914,1277.44
2481.7,10.3351809606934,1277.45
2484.1,10.3600092775879,1277.46
2486.64,10.3848633537109,1277.47
2489.29,10.4097427339355,1277.48
2491.97,10.4346488192871,1277.49
2494.35,10.4595809851074,1277.5
2496.82,10.4845374370605,1277.51
2499.7,10.5095202304687,1277.52
2502.6,10.5345314338379,1277.53
2504.9,10.5595686257324,1277.54
2507.33,10.5846299521484,1277.55
2509.8,10.6097160322266,1277.56
2512.63,10.6348287020508,1277.57
2515.14,10.6599674976074,1277.58
2517.71,10.6851319505371,1277.59
2520.41,10.7103227431641,1277.6
2522.86,10.7355396390625,1277.61
2525.35,10.7607807438965,1277.62
2528.07,10.786048487207,1277.63
2530.59,10.8113417162109,1277.64
2533.35,10.8366617053223,1277.65
2535.95,10.8620077507324,1277.66
2538.51,10.8873804548828,1277.67
2541.09,10.912777996875,1277.68
2543.88,10.9382026821777,1277.69
2546.64,10.9636548029785,1277.7
2549.35,10.9891347475586,1277.71
2552.02,11.01464111875,1277.72
2556.99,11.0401938669922,1277.73
2559.55,11.0657767290039,1277.74
2561.85,11.0913843432617,1277.75
2564.33,11.1170157572754,1277.76
2567.12,11.142672901709,1277.77
2569.86,11.1683580106934,1277.78
2572.34,11.1940687318359,1277.79
2574.84,11.2198040422363,1277.8
2577.68,11.2455665910156,1277.81
2580.11,11.2713553330566,1277.82
2582.81,11.2971694203613,1277.83
2585.55,11.3230115812988,1277.84
2588.17,11.348880223877,1277.85
2590.77,11.3747749612305,1277.86
2593.34,11.4006951566895,1277.87
2595.8,11.4266403647461,1277.88
2598.48,11.4526117556641,1277.89
